date_key,calendar_date,fiscal_variant,fiscal_variant_desc,calendar_yr,calendar_yr_desc,calendar_yr_and_half_yr,calendar_yr_and_half_yr_desc,calendar_yr_and_qtr,calendar_yr_and_qtr_desc,calendar_yr_and_mo,calendar_yr_and_mo_desc,calendar_yr_and_wk,calendar_yr_and_wk_desc,fiscal_yr,fiscal_yr_desc,fiscal_yr_and_half_yr,fiscal_yr_and_half_yr_desc,fiscal_yr_and_per,fiscal_yr_and_per_desc,fiscal_yr_and_qtr,fiscal_yr_and_qtr_desc,fiscal_yr_and_wk,fiscal_yr_and_wk_desc,fiscal_wk_and_per,fiscal_wk_and_per_desc,fiscal_wk_and_qtr,fiscal_wk_and_qtr_desc,day_name,fiscal_currnt_qtd,fiscal_currnt_yr_to_dt_flg,fiscal_yr_and_per_long_desc,fiscal_yr_key,fiscal_yr_and_qtr_key,fiscal_yr_and_per_key,fiscal_yr_and_wk_key,fiscal_yr_flag,fiscal_yr_and_qtr_flag,fiscal_yr_and_per_flag,fiscal_yr_and_wk_flag,fiscal_wk_in_qtr,fiscal_wk_in_yr,fiscal_per_name,fiscal_per_name_and_qtr,fiscal_per_id,fiscal_per_id_and_qtr,fiscal_qtr_id,fiscal_qtr_name,fiscal_wk_in_per,fiscal_weeks_in_per,fiscal_weeks_in_qtr,fiscal_weeks_in_yr,fiscal_days_in_per,fiscal_days_in_qtr,fiscal_days_in_yr,fiscal_day_in_wk,fiscal_day_in_per,fiscal_day_in_qtr,fiscal_day_in_yr,fiscal_qtr_qtd_flag,fiscal_yr_ytd_flag,fiscal_qtr_qtcw_flag,fiscal_yr_ytcw_flag,fiscal_per_ptd_flag,fiscal_per_ptcw_flag,fiscal_wk_ending_date,fiscal_prv_yr_flag,fiscal_prv2_yr_flag,fiscal_prv3_yr_flag,fiscal_prv4_yr_flag,fiscal_prv5_yr_flag,fiscal_prv6_yr_flag,fiscal_prv_wk_flag,fiscal_prv2_wk_flag,fiscal_prv3_wk_flag,fiscal_prv4_wk_flag,fiscal_prv5_wk_flag,fiscal_prv6_wk_flag,fiscal_yr_ytp_flag,fiscal_yr_ytq_flag,fiscal_yr_ytfw_flag,fiscal_qtr_qtp_flag,fiscal_qtr_qtfw_flag,fiscal_per_ptfw_flag,fiscal_per_in_qtr,date_yyyymmdd,date_date,fiscal_nxt_qtd,fiscal_nxt_yr_flag,prv_qtr_flag,prv_yr_currnt_qtd_flag,fiscal_yr_and_per_yyyyppp,prv_qtd2_flag,prv_qtd3_flag,fiscal_nxt2_qtd,fiscal_nxt3_qtd,prv_qtd1_flag,fiscal_nxt1_qtd,fiscal_curr_prv5_yr_qtr_flag,fiscal_curr_prv3_yr_qtr_flag,fiscal_curr_prv7_yr_qtr_flag,fiscal_prv_curr_yr_to_dt_flag,fiscal_currnt_ptd,day_bucket,fiscal_wk_bucket,fiscal_per_bucket,fiscal_qtr_bucket,fiscal_yr_bucket,row_insertion_dttm
20190913,2019-09-13 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201909,2019-SEP,201937,2019-37,2019,2019,20192,2019H2,201910,2019-10,20194,2019-Q4,201941,2019-41,201902,2019-02,201902,2019-02,FRIDAY,N,N,2019-SEP,20191129,20191129,20190927,20190913,N,N,N,Y,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,14.0000000,14.0000000,287.0000000,N,N,Y,N,N,Y,2019-09-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20190913,2019-09-13,N,Y,N,N,2019010,N,N,N,N,N,N,N,N,N,N,N,547,78,18,6,1,16:33:58
20190712,2019-07-12 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201907,2019-JUL,201928,2019-28,2019,2019,20192,2019H2,201908,2019-08,20193,2019-Q3,201932,2019-32,201902,2019-02,201906,2019-06,FRIDAY,N,N,2019-JUL,20191129,20190830,20190726,20190712,N,N,N,Y,06,32,JUL,JUL-Q3,08,08-Q3,3,Q3,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,14.0000000,42.0000000,224.0000000,N,N,N,N,N,Y,2019-07-12 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20190712,2019-07-12,N,Y,N,N,2019008,N,N,N,N,N,N,N,N,N,N,N,484,69,16,5,1,16:33:58
20190920,2019-09-20 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201909,2019-SEP,201938,2019-38,2019,2019,20192,2019H2,201910,2019-10,20194,2019-Q4,201942,2019-42,201903,2019-03,201903,2019-03,FRIDAY,N,N,2019-SEP,20191129,20191129,20190927,20190920,N,N,N,Y,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,21.0000000,21.0000000,294.0000000,N,N,N,N,N,N,2019-09-20 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20190920,2019-09-20,N,Y,N,N,2019010,N,N,N,N,N,N,N,N,N,N,N,554,79,18,6,1,16:33:58
20191018,2019-10-18 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20194,2019Q4,201910,2019-OCT,201942,2019-42,2019,2019,20192,2019H2,201911,2019-11,20194,2019-Q4,201946,2019-46,201903,2019-03,201907,2019-07,FRIDAY,N,N,2019-OCT,20191129,20191129,20191025,20191018,N,N,N,Y,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,21.0000000,49.0000000,322.0000000,N,N,N,N,N,N,2019-10-18 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20191018,2019-10-18,N,Y,N,N,2019011,N,N,N,N,N,N,N,N,N,N,N,582,83,19,6,1,16:33:58
20191011,2019-10-11 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20194,2019Q4,201910,2019-OCT,201941,2019-41,2019,2019,20192,2019H2,201911,2019-11,20194,2019-Q4,201945,2019-45,201902,2019-02,201906,2019-06,FRIDAY,N,N,2019-OCT,20191129,20191129,20191025,20191011,N,N,N,Y,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,14.0000000,42.0000000,315.0000000,N,N,N,N,N,Y,2019-10-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20191011,2019-10-11,N,Y,N,N,2019011,N,N,N,N,N,N,N,N,N,N,N,575,82,19,6,1,16:33:58
20191004,2019-10-04 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20194,2019Q4,201910,2019-OCT,201940,2019-40,2019,2019,20192,2019H2,201911,2019-11,20194,2019-Q4,201944,2019-44,201901,2019-01,201905,2019-05,FRIDAY,N,N,2019-OCT,20191129,20191129,20191025,20191004,N,N,N,Y,05,44,OCT,OCT-Q4,11,11-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,7.0000000,35.0000000,308.0000000,N,N,N,N,Y,Y,2019-10-04 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20191004,2019-10-04,N,Y,N,N,2019011,N,N,N,N,N,N,N,N,N,N,N,568,81,19,6,1,16:33:58
20190705,2019-07-05 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201907,2019-JUL,201927,2019-27,2019,2019,20192,2019H2,201908,2019-08,20193,2019-Q3,201931,2019-31,201901,2019-01,201905,2019-05,FRIDAY,N,N,2019-JUL,20191129,20190830,20190726,20190705,N,N,N,Y,05,31,JUL,JUL-Q3,08,08-Q3,3,Q3,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,7.0000000,35.0000000,217.0000000,N,N,N,N,Y,Y,2019-07-05 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20190705,2019-07-05,N,Y,N,N,2019008,N,N,N,N,N,N,N,N,N,N,N,477,68,16,5,1,16:33:58
20190906,2019-09-06 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201909,2019-SEP,201936,2019-36,2019,2019,20192,2019H2,201910,2019-10,20194,2019-Q4,201940,2019-40,201901,2019-01,201901,2019-01,FRIDAY,N,N,2019-SEP,20191129,20191129,20190927,20190906,N,N,N,Y,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,7.0000000,7.0000000,280.0000000,Y,N,Y,N,Y,Y,2019-09-06 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20190906,2019-09-06,N,Y,N,N,2019010,N,N,N,N,N,N,N,N,N,N,N,540,77,18,6,1,16:33:58
20090904,2009-09-04 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2009,2009,20092,2009H2,20093,2009Q3,200909,2009-SEP,200936,2009-36,2009,2009,20092,2009H2,200910,2009-10,20094,2009-Q4,200940,2009-40,200901,2009-01,200901,2009-01,FRIDAY,N,N,2009-SEP,20091127,20091127,20090925,20090904,N,N,N,Y,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,7.0000000,7.0000000,280.0000000,Y,N,Y,N,Y,Y,2009-09-04 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20090904,2009-09-04,N,N,N,N,2009010,N,N,N,N,N,N,N,N,N,N,N,-3114,-445,-102,-34,-9,16:33:58
20081226,2008-12-26 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2008,2008,20082,2008H2,20084,2008Q4,200812,2008-DEC,200852,2008-52,2009,2009,20091,2009H1,200901,2009-01,20091,2009-Q1,200904,2009-04,200904,2009-04,200904,2009-04,FRIDAY,N,N,2008-DEC,20091127,20090227,20081226,20081226,N,N,Y,Y,04,04,DEC,DEC-Q1,01,01-Q1,1,Q1,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,28.0000000,N,Y,N,Y,N,N,2008-12-26 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,1.0000000,20081226,2008-12-26,N,N,N,N,2009001,N,N,N,N,N,N,N,N,N,N,N,-3366,-481,-111,-37,-9,16:33:58
20071228,2007-12-28 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2007,2007,20072,2007H2,20074,2007Q4,200712,2007-DEC,200752,2007-52,2008,2008,20081,2008H1,200801,2008-01,20081,2008-Q1,200804,2008-04,200804,2008-04,200804,2008-04,FRIDAY,N,N,2007-DEC,20081128,20080229,20071228,20071228,N,N,Y,Y,04,04,DEC,DEC-Q1,01,01-Q1,1,Q1,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,28.0000000,N,Y,N,Y,N,N,2007-12-28 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,1.0000000,20071228,2007-12-28,N,N,N,N,2008001,N,N,N,N,N,N,N,N,N,N,N,-3730,-533,-123,-41,-10,16:33:58
20191227,2019-12-27 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20194,2019Q4,201912,2019-DEC,201952,2019-52,2020,2020,20201,2020H1,202001,2020-01,20201,2020-Q1,202004,2020-04,202004,2020-04,202004,2020-04,FRIDAY,N,N,2019-DEC,20201127,20200228,20191227,20191227,N,N,Y,Y,04,04,DEC,DEC-Q1,01,01-Q1,1,Q1,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,28.0000000,N,Y,N,Y,N,N,2019-12-27 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,1.0000000,20191227,2019-12-27,N,N,N,N,2020001,N,N,N,N,N,N,N,N,N,N,N,652,93,21,7,2,16:33:58
20190726,2019-07-26 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201907,2019-JUL,201930,2019-30,2019,2019,20192,2019H2,201908,2019-08,20193,2019-Q3,201934,2019-34,201904,2019-04,201908,2019-08,FRIDAY,N,N,2019-JUL,20191129,20190830,20190726,20190726,N,N,Y,Y,08,34,JUL,JUL-Q3,08,08-Q3,3,Q3,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,238.0000000,N,N,N,N,N,N,2019-07-26 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20190726,2019-07-26,N,Y,N,N,2019008,N,N,N,N,N,N,N,N,N,N,N,498,71,16,5,1,16:33:58
20090724,2009-07-24 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2009,2009,20092,2009H2,20093,2009Q3,200907,2009-JUL,200930,2009-30,2009,2009,20092,2009H2,200908,2009-08,20093,2009-Q3,200934,2009-34,200904,2009-04,200908,2009-08,FRIDAY,N,N,2009-JUL,20091127,20090828,20090724,20090724,N,N,Y,Y,08,34,JUL,JUL-Q3,08,08-Q3,3,Q3,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,238.0000000,N,N,N,N,N,N,2009-07-24 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20090724,2009-07-24,N,N,N,N,2009008,N,N,N,N,N,N,N,N,N,N,N,-3156,-451,-104,-35,-9,16:33:58
20080725,2008-07-25 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2008,2008,20082,2008H2,20083,2008Q3,200807,2008-JUL,200830,2008-30,2008,2008,20082,2008H2,200808,2008-08,20083,2008-Q3,200834,2008-34,200804,2008-04,200808,2008-08,FRIDAY,N,N,2008-JUL,20081128,20080829,20080725,20080725,N,N,Y,Y,08,34,JUL,JUL-Q3,08,08-Q3,3,Q3,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,238.0000000,N,N,N,N,N,N,2008-07-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20080725,2008-07-25,N,N,N,N,2008008,N,N,N,N,N,N,N,N,N,N,N,-3520,-503,-116,-39,-10,16:33:58
20190927,2019-09-27 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20193,2019Q3,201909,2019-SEP,201939,2019-39,2019,2019,20192,2019H2,201910,2019-10,20194,2019-Q4,201943,2019-43,201904,2019-04,201904,2019-04,FRIDAY,N,N,2019-SEP,20191129,20191129,20190927,20190927,N,N,Y,Y,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,301.0000000,N,N,N,N,N,N,2019-09-27 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20190927,2019-09-27,N,Y,N,N,2019010,N,N,N,N,N,N,N,N,N,N,N,561,80,18,6,1,16:33:58
20090925,2009-09-25 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2009,2009,20092,2009H2,20093,2009Q3,200909,2009-SEP,200939,2009-39,2009,2009,20092,2009H2,200910,2009-10,20094,2009-Q4,200943,2009-43,200904,2009-04,200904,2009-04,FRIDAY,N,N,2009-SEP,20091127,20091127,20090925,20090925,N,N,Y,Y,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,301.0000000,N,N,N,N,N,N,2009-09-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20090925,2009-09-25,N,N,N,N,2009010,N,N,N,N,N,N,N,N,N,N,N,-3093,-442,-102,-34,-9,16:33:58
20080926,2008-09-26 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2008,2008,20082,2008H2,20083,2008Q3,200809,2008-SEP,200839,2008-39,2008,2008,20082,2008H2,200810,2008-10,20084,2008-Q4,200843,2008-43,200804,2008-04,200804,2008-04,FRIDAY,N,N,2008-SEP,20081128,20081128,20080926,20080926,N,N,Y,Y,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,301.0000000,N,N,N,N,N,N,2008-09-26 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20080926,2008-09-26,N,N,N,N,2008010,N,N,N,N,N,N,N,N,N,N,N,-3457,-494,-114,-38,-10,16:33:58
20070928,2007-09-28 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2007,2007,20072,2007H2,20073,2007Q3,200709,2007-SEP,200739,2007-39,2007,2007,20072,2007H2,200710,2007-10,20074,2007-Q4,200743,2007-43,200704,2007-04,200704,2007-04,FRIDAY,N,N,2007-SEP,20071130,20071130,20070928,20070928,N,N,Y,Y,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,301.0000000,N,N,N,N,N,N,2007-09-28 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20070928,2007-09-28,N,N,N,N,2007010,N,N,N,N,N,N,N,N,N,N,N,-3821,-546,-126,-42,-11,16:33:58
20191025,2019-10-25 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2019,2019,20192,2019H2,20194,2019Q4,201910,2019-OCT,201943,2019-43,2019,2019,20192,2019H2,201911,2019-11,20194,2019-Q4,201947,2019-47,201904,2019-04,201908,2019-08,FRIDAY,N,N,2019-OCT,20191129,20191129,20191025,20191025,N,N,Y,Y,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,329.0000000,N,N,N,N,N,N,2019-10-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20191025,2019-10-25,N,Y,N,N,2019011,N,N,N,N,N,N,N,N,N,N,N,589,84,19,6,1,16:33:58
20081024,2008-10-24 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2008,2008,20082,2008H2,20084,2008Q4,200810,2008-OCT,200843,2008-43,2008,2008,20082,2008H2,200811,2008-11,20084,2008-Q4,200847,2008-47,200804,2008-04,200808,2008-08,FRIDAY,N,N,2008-OCT,20081128,20081128,20081024,20081024,N,N,Y,Y,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,329.0000000,N,N,N,N,N,N,2008-10-24 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20081024,2008-10-24,N,N,N,N,2008011,N,N,N,N,N,N,N,N,N,N,N,-3429,-490,-113,-38,-10,16:33:58
20091023,2009-10-23 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2009,2009,20092,2009H2,20094,2009Q4,200910,2009-OCT,200943,2009-43,2009,2009,20092,2009H2,200911,2009-11,20094,2009-Q4,200947,2009-47,200904,2009-04,200908,2009-08,FRIDAY,N,N,2009-OCT,20091127,20091127,20091023,20091023,N,N,Y,Y,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,56.0000000,329.0000000,N,N,N,N,N,N,2009-10-23 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20091023,2009-10-23,N,N,N,N,2009011,N,N,N,N,N,N,N,N,N,N,N,-3065,-438,-101,-34,-9,16:33:58
20110908,2011-09-08 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201136,2011-36,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,THURSDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,6.0000000,6.0000000,279.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110908,2011-09-08,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2380,-340,-78,-26,-7,16:33:58
20110909,2011-09-09 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201136,2011-36,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,FRIDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,Y,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,7.0000000,7.0000000,280.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110909,2011-09-09,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2379,-340,-78,-26,-7,16:33:58
20110907,2011-09-07 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201136,2011-36,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,WEDNESDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,5.0000000,5.0000000,5.0000000,278.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110907,2011-09-07,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2381,-340,-78,-26,-7,16:33:58
20110905,2011-09-05 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201136,2011-36,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,MONDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,3.0000000,3.0000000,276.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110905,2011-09-05,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2383,-340,-78,-26,-7,16:33:58
20110906,2011-09-06 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201136,2011-36,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,TUESDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,4.0000000,4.0000000,4.0000000,277.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110906,2011-09-06,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2382,-340,-78,-26,-7,16:33:58
20110904,2011-09-04 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201135,2011-35,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,SUNDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,2.0000000,2.0000000,275.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110904,2011-09-04,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2384,-340,-78,-26,-7,16:33:58
20110903,2011-09-03 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2011,2011,20112,2011H2,20113,2011Q3,201109,2011-SEP,201135,2011-35,2011,2011,20112,2011H2,201110,2011-10,20114,2011-Q4,201140,2011-40,201101,2011-01,201101,2011-01,SATURDAY,N,N,2011-SEP,20111202,20111202,20110930,20110909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,1.0000000,1.0000000,274.0000000,Y,N,Y,N,Y,Y,2011-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20110903,2011-09-03,N,N,N,N,2011010,N,N,N,N,N,N,N,N,N,N,N,-2385,-340,-78,-26,-7,16:33:58
20101231,2010-12-31 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2010,2010,20102,2010H2,20104,2010Q4,201012,2010-DEC,201052,2010-52,2011,2011,20111,2011H1,201101,2011-01,20111,2011-Q1,201104,2011-04,201104,2011-04,201104,2011-04,FRIDAY,N,N,2010-DEC,20111202,20110304,20101231,20101231,N,N,Y,Y,04,04,DEC,DEC-Q1,01,01-Q1,1,Q1,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,7.0000000,28.0000000,28.0000000,28.0000000,N,Y,N,Y,N,N,2010-12-31 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,1.0000000,20101231,2010-12-31,N,N,N,N,2011001,N,N,N,N,N,N,N,N,N,N,N,-2631,-376,-87,-29,-7,16:33:58
